11:
16049295
Elapsed time: 41625ms




(332,35)
(333,27)
(334,18)
(335,26)
(336,31)
(337,30)
(338,24)
(339,29)
(340,46)
(341,34)
(342,26)
(343,26)
(344,25)
(345,36)
(346,20)
(347,18)
(348,34)
(349,28)
(350,36)
(351,23)
(352,28)
(353,25)
(354,13)
(355,18)
(356,26)
(357,20)
(358,15)
(359,20)
(360,23)
(361,21)
(362,26)
(363,26)
(364,19)
(365,29)
(366,61)
(367,25)
(368,19)
(369,11)
(370,37)
(371,12)
(372,26)
(373,13)
(374,40)
(375,9)
(376,12)
(377,12)
(378,40)
(379,28)
(380,14)
(381,22)
(382,14)
(383,13)
(384,18)
(385,11)
(386,14)
(387,17)
(388,20)
(389,27)
(390,27)
(391,31)
(392,12)
(393,15)
(394,19)
(395,4)
(396,16)
(397,20)
(398,17)
(399,22)
(400,16)
(401,18)
(402,9)
(403,10)
(404,12)
(405,30)
(406,14)
(407,13)
(408,18)
(409,13)
(410,12)
(411,15)
(412,12)
(413,12)
(414,17)
(415,35)
(416,18)
(417,26)
(418,13)
(419,15)
(420,24)
(421,9)
(422,15)
(423,11)
(424,41)
(425,10)
(426,8)
(427,13)
(428,10)
(429,16)
(430,9)
(431,17)
(432,12)
(433,32)
(434,18)
(435,12)
(436,26)
(437,11)
(438,4)
(439,36)
(440,13)
(441,13)
(442,7)
(443,15)
(444,9)
(445,45)
(446,6)
(447,19)
(448,8)
(449,35)
(450,9)
(451,12)
(452,14)
(453,5)
(454,7)
(455,15)
(456,9)
(457,12)
(458,13)
(459,14)
(460,11)
(461,71)
(462,7)
(463,26)
(464,10)
(465,4)
(466,4)
(467,7)
(468,7)
(469,31)
(470,9)
(471,10)
(472,8)
(473,9)
(474,12)
(475,6)
(476,8)
(477,13)
(478,32)
(479,10)
(480,53)
(481,7)
(482,16)
(483,6)
(484,5)
(485,6)
(486,6)
(487,9)
(488,3)
(489,8)
(490,5)
(491,12)
(492,9)
(493,6)
(494,4)
(495,4)
(496,2)
(497,5)
(498,6)
(499,6)
(500,9)
(501,3)
(502,3)
(503,6)
(504,14)
(505,2)
(506,5)
(507,7)
(508,8)
(509,14)
(510,10)
(511,6)
(512,5)
(513,10)
(514,6)
(515,23)
(516,6)
(517,17)
(518,7)
(519,7)
(520,5)
(521,10)
(522,5)
(523,9)
(524,13)
(525,3)
(526,7)
(527,9)
(528,5)
(529,4)
(530,7)
(531,3)
(532,7)
(533,3)
(534,8)
(535,17)
(536,13)
(537,4)
(538,6)
(539,24)
(540,1)
(541,6)
(542,24)
(543,4)
(544,3)
(545,11)
(546,6)
(547,9)
(548,2)
(549,1)
(550,3)
(551,4)
(552,3)
(553,4)
(554,2)
(555,4)
(556,9)
(557,4)
(558,5)
(559,7)
(560,3)
(561,6)
(562,2)
(563,8)
(564,17)
(565,3)
(566,6)
(567,5)
(568,3)
(569,2)
(570,3)
(571,7)
(572,6)
(573,5)
(574,4)
(575,6)
(576,4)
(577,6)
(578,7)
(579,3)
(580,5)
(581,8)
(582,5)
(583,3)
(584,5)
(585,7)
(586,4)
(587,6)
(588,8)
(589,5)
(590,7)
(591,4)
(592,12)
(593,3)
(594,9)
(595,5)
(596,3)
(597,2)
(598,5)
(599,1)
(600,3)
(601,1)
(602,4)
(603,30)
(604,2)
(605,3)
(606,1)
(607,3)
(608,5)
(609,9)
(610,3)
(611,1)
(612,5)
(613,11)
(615,6)
(616,3)
(617,4)
(618,1)
(619,4)
(620,1)
(621,2)
(622,1)
(623,1)
(624,1)
(625,2)
(626,2)
(627,7)
(628,4)
(629,1)
(630,3)
(631,3)
(632,54)
(633,25)
(634,5)
(635,4)
(636,1)
(637,3)
(638,3)
(639,2)
(640,7)
(641,2)
(642,1)
(643,4)
(644,2)
(645,3)
(646,4)
(647,2)
(648,3)
(649,4)
(650,2)
(651,2)
(652,5)
(653,4)
(654,2)
(655,1)
(656,1)
(657,1)
(658,2)
(659,2)
(660,7)
(661,1)
(662,4)
(663,5)
(664,3)
(665,1)
(666,1)
(667,4)
(668,3)
(669,14)
(670,2)
(671,4)
(672,3)
(673,1)
(675,7)
(676,1)
(677,6)
(678,5)
(679,2)
(680,5)
(681,11)
(682,7)
(683,2)
(684,4)
(685,4)
(686,2)
(687,4)
(688,2)
(689,3)
(690,3)
(691,5)
(692,2)
(693,5)
(694,2)
(695,4)
(696,4)
(697,11)
(698,2)
(699,1)
(700,3)
(701,1)
(702,3)
(704,1)
(705,4)
(706,2)
(707,1)
(708,2)
(709,2)
(711,3)
(712,2)
(713,3)
(714,2)
(715,1)
(716,1)
(717,2)
(718,2)
(719,1)
(720,1)
(721,3)
(722,16)
(723,18)
(724,4)
(725,3)
(726,1)
(727,1)
(728,2)
(729,1)
(730,1)
(731,2)
(732,14)
(733,5)
(734,2)
(735,8)
(736,1)
(737,10)
(738,10)
(739,1)
(740,1)
(743,1)
(744,12)
(745,3)
(746,1)
(748,3)
(750,1)
(751,6)
(752,1)
(754,2)
(756,2)
(759,3)
(760,2)
(761,1)
(764,1)
(765,1)
(766,3)
(768,3)
(770,2)
(771,18)
(772,3)
(773,2)
(774,1)
(775,2)
(776,3)
(777,2)
(778,2)
(779,1)
(780,1)
(781,3)
(782,1)
(783,1)
(784,1)
(788,6)
(791,5)
(792,50)
(793,2)
(794,1)
(795,1)
(796,8)
(797,1)
(799,2)
(800,1)
(801,7)
(802,2)
(806,1)
(807,2)
(808,1)
(809,1)
(810,1)
(811,3)
(812,2)
(813,4)
(814,2)
(816,3)
(817,1)
(818,2)
(819,3)
(820,1)
(823,1)
(825,1)
(826,1)
(827,1)
(829,2)
(830,2)
(831,1)
(832,3)
(833,2)
(834,2)
(835,3)
(836,2)
(838,2)
(839,2)
(840,1)
(842,1)
(844,21)
(845,1)
(846,1)
(847,3)
(848,1)
(849,2)
(850,1)
(851,1)
(853,2)
(854,1)
(855,9)
(856,2)
(859,1)
(861,8)
(862,10)
(864,1)
(866,1)
(867,2)
(868,1)
(869,3)
(870,2)
(871,2)
(872,2)
(873,1)
(874,2)
(876,3)
(879,1)
(882,1)
(884,1)
(886,1)
(888,1)
(889,1)
(893,1)
(894,3)
(896,2)
(897,1)
(901,1)
(902,1)
(903,2)
(904,1)
(905,2)
(908,1)
(909,2)
(911,3)
(912,2)
(913,1)
(914,2)
(915,1)
(917,1)
(918,1)
(920,2)
(923,3)
(924,1)
(925,2)
(927,2)
(928,3)
(929,2)
(930,3)
(932,1)
(933,2)
(935,1)
(936,1)
(938,2)
(941,1)
(944,1)
(945,1)
(947,12)
(948,1)
(950,1)
(951,2)
(952,1)
(953,1)
(961,1)
(962,2)
(964,2)
(965,1)
(967,10)
(969,1)
(970,4)
(979,1)
(982,1)
(985,2)
(988,2)
(989,1)
(992,2)
(993,4)
(997,4)
(1008,1)
(1012,3)
(1014,1)
(1015,1)
(1016,2)
(1019,1)
(1020,1)
(1021,1)
(1023,1)
(1024,1)
(1033,1)
(1034,1)
(1040,1)
(1044,2)
(1051,1)
(1054,1)
(1055,1)
(1060,2)
(1063,2)
(1065,2)
(1067,3)
(1068,3)
(1069,2)
(1070,1)
(1071,2)
(1073,2)
(1076,1)
(1077,1)
(1079,1)
(1082,1)
(1083,2)
(1084,2)
(1085,1)
(1088,1)
(1089,1)
(1090,1)
(1091,2)
(1092,1)
(1096,1)
(1099,1)
(1107,1)
(1112,1)
(1115,1)
(1117,1)
(1122,1)
(1125,1)
(1128,1)
(1130,1)
(1131,1)
(1134,2)
(1135,1)
(1138,1)
(1142,1)
(1145,1)
(1148,1)
(1149,1)
(1153,2)
(1157,1)
(1169,1)
(1172,1)
(1173,1)
(1175,1)
(1178,1)
(1182,2)
(1183,1)
(1185,1)
(1187,1)
(1192,9)
(1193,1)
(1200,1)
(1202,1)
(1203,1)
(1206,1)
(1209,1)
(1212,1)
(1220,10)
(1222,3)
(1231,1)
(1233,1)
(1244,1)
(1245,1)
(1248,1)
(1249,1)
(1251,1)
(1253,1)
(1254,1)
(1263,1)
(1268,2)
(1269,1)
(1270,1)
(1278,1)
(1279,1)
(1285,3)
(1286,5)
(1292,1)
(1294,1)
(1295,1)
(1310,1)
(1315,1)
(1317,1)
(1320,1)
(1331,1)
(1336,1)
(1346,1)
(1349,2)
(1351,1)
(1357,1)
(1358,1)
(1359,1)
(1362,2)
(1378,1)
(1387,1)
(1388,1)
(1389,6)
(1391,5)
(1411,1)
(1420,1)
(1430,1)
(1435,1)
(1442,1)
(1447,2)
(1453,1)
(1456,1)
(1467,1)
(1497,1)
(1522,1)
(1525,1)
(1531,1)
(1538,2)
(1543,1)
(1554,2)
(1565,1)
(1571,2)
(1577,1)
(1595,1)
(1600,1)
(1619,1)
(1632,1)
(1635,1)
(1648,1)
(1655,1)
(1664,2)
(1681,1)
(1686,1)
(1701,1)
(1705,1)
(1713,1)
(1726,1)
(1729,1)
(1758,1)
(1760,1)
(1761,1)
(1763,1)
(1782,1)
(1783,1)
(1788,3)
(1806,1)
(1811,1)
(1836,1)
(1873,1)
(1902,1)
(1913,1)
(1925,1)
(1955,1)
(1962,1)
(1966,2)
(1975,1)
(1987,1)
(2009,2)
(2093,1)
(2094,1)
(2125,1)
(2155,1)
(2186,1)
(2221,1)
(2243,1)
(2325,1)
(2392,2)
(2397,1)
(2462,1)
(2464,1)
(2529,1)
(2668,1)
(2669,1)
(2694,1)
(2697,1)
(2897,1)
(2953,1)
(3080,1)
(3191,1)
(3391,1)
(3404,1)
(3445,1)
(3601,1)
(3622,1)
(4024,1)
(4208,1)
(4209,1)
(4221,1)
(4885,1)
(5152,1)
(5180,1)
(5631,1)
(12452,1)
